Ц:{0,0,0,0,0,0,0,0,0,0,0,1}
С:{0,0,0,0,0,0,0,0,0,0,1,0}
СВ:{0,0,0,0,0,0,0,0,0,1,0,0}
В:{0,0,0,0,0,0,0,0,1,0,0,0}
ЮВ:{0,0,0,0,0,0,0,1,0,0,0,0}
Ю:{0,0,0,0,0,0,1,0,0,0,0,0}
ЮЗ:{0,0,0,0,0,1,0,0,0,0,0,0}
З:{0,0,0,0,1,0,0,0,0,0,0,0}
СЗ:{0,0,0,1,0,0,0,0,0,0,0,0}
Зел:{0,0,1,0,0,0,0,0,0,0,0,0}
Т:{0,1,0,0,0,0,0,0,0,0,0,0}
Нов:{1,0,0,0,0,0,0,0,0,0,0,0}
